ID do Cliente,Valor Total de Compras
37074,100.06421663134408
45881,100.2243849222073
88651,100.3440389563472
61858,100.46636542301943
84645,100.62690004112733
1856,100.64881448783981
44152,100.6587479469283
68277,100.65940249624946
41982,100.71565914903644
76508,100.73848180009813
48137,100.76563735296769
65302,100.84450353398378
78778,101.00469894677477
55209,101.1215110947075
62250,101.18140042657498
44352,101.21285516017822
78256,101.59289034584535
56836,101.85103304184805
51814,101.88211474110376
46630,102.0937244740987
78877,102.11281262245771
92312,102.16086748232387
55326,102.2117550347596
40037,102.2950086367557
91340,102.46636083810144
78694,102.62558395797319
31484,102.68804920979679
85513,102.7974492366313
27557,102.86593916437212
73462,103.10853424733062
97229,103.30396568683669
92292,103.31242523136996
43934,103.34119713411107
14853,103.36536813221771
59928,103.39621226418836
57132,103.49577735162092
33603,103.57144554582965
93298,103.73413187809759
75781,104.02334957553036
37851,104.02481955858325
71892,104.06430492612233
51201,104.14406037719695
44132,104.21207849554901
31822,104.60648836819715
99346,104.77504385160886
9621,104.88948100353186
92547,104.90461070120149
18903,104.92538370189135
40297,104.93685295413316
22647,105.18303810800766
69619,105.21527127299053
26080,105.23477228679216
75378,105.26088347565673
74046,105.48580225629016
6342,105.64191956045677
62101,105.66661661431355
13830,105.86595134057144
16651,106.01725709650593
89420,106.12922600824231
88173,106.29423206702033
19729,106.38030478439701
14076,106.45696799191936
7561,106.4570371049645
82945,106.61663795935632
91448,106.7298122186073
59464,106.75614497418562
6620,106.79588237624382
34015,107.18611143058348
69048,107.36208474312505
58622,107.40436395953851
57105,107.63895001518912
75727,107.65759795999918
72937,107.71204741542522
81820,107.76005209855515
50,107.76225350621958
24465,107.81908761090126
84902,108.00964924331802
95169,108.01198816149515
8711,108.03095071381739
54395,108.07405742580278
69759,108.11349008841292
30178,108.15102338579301
87026,108.257727304699
30440,108.36827082184821
4967,108.37107098221072
99483,108.52061058454811
19050,108.62839238831788
87319,108.84056904129964
25275,108.85397942686753
97562,109.03253714201475
12970,109.33560311392334
43125,109.41354565809482
28778,109.44745443250969
7322,109.51885859509596
12720,109.6199451646219
24089,109.64936836280566
26419,109.80578574494287
14178,110.02846936994813
35886,110.05787956232011
16654,110.1347892208238
84405,110.24962653876247
77081,110.28608584708981
1767,110.3092850536905
70723,110.41468899355303
46783,110.43692214106659
6292,110.48825070402258
37837,110.58469047333976
41251,110.59933251658443
43633,110.78967029866038
22519,110.8007153040384
81639,110.99554364639212
88423,111.00152635322686
28901,111.02597425900709
75493,111.05635721770497
76450,111.26219387560035
58058,111.60437167024799
82514,111.72249116784472
73955,111.74779937051413
16099,111.74965275768147
86751,111.97699040359525
59917,112.12713940296454
19813,112.20283604913806
36168,112.28029301690965
5454,112.30701971199872
99772,112.60432753934428
66087,113.13616675012477
45329,113.18325267756092
33880,113.1997279613484
53452,113.2419694121928
5677,113.47878043121655
48222,113.48717164839685
90782,113.66732859946045
45784,113.75307811685556
46810,113.89423206665992
27582,114.079427898927
94505,114.11380984243964
36914,114.14566128851709
64697,114.17100830021182
58822,114.1937782075364
96450,114.22128982215445
80245,114.28702827951547
49005,114.34639787589016
1257,114.47625200269363
19841,114.49812522400929
9891,114.50109802219424
42312,114.53661214238689
8031,114.59417317561326
4585,114.7494608325652
15332,114.999240382654
1821,115.10715470031134
13923,115.2756911477737
28750,115.6035683125757
96250,115.66710493220698
94798,115.77646201364064
88100,115.79280864775443
25313,115.98036482915153
54188,116.02956611035849
73951,116.06461325782385
88669,116.25316431178088
9414,116.32755577594565
23959,116.48917247316052
82865,116.64427604376577
12727,116.70034903468158
29340,116.86647268022142
2748,117.09226926751954
11664,117.198273701515
17402,117.2948994396748
81691,117.38863457359874
87100,117.46034595872747
71279,118.08135243248068
23940,118.12888614273112
83460,118.29891027593487
96813,118.43577745398565
14191,118.5652716669757
52465,118.61037261869139
6521,118.9019046624309
87472,118.94770767886386
43795,118.99446693097761
83542,119.10812724224935
99190,119.20069487868554
23473,119.25493173761477
55267,119.30089963439059
7399,119.31696856021787
66188,119.3185439844091
56591,119.33549399936979
30408,119.51729094480648
64901,119.70363083434728
93698,119.95091608583132
85718,120.44757191489043
26401,120.75506227417816
86069,121.05184705589278
95342,121.10824808429297
27025,121.12576293839217
87524,121.36859413757497
7528,121.37312397839995
54208,121.42256111512629
82235,121.4452211257944
19091,121.5312628659892
79508,121.80886879736704
35744,121.82555290339856
35003,121.89774633105853
5978,121.93699739699761
52580,122.00376722525333
63346,122.22656378020744
13662,122.28958427746188
73851,122.3706031782792
46282,122.38644539107227
27172,122.5167255053008
28508,122.55976422444817
87502,122.60108968000748
84141,122.60406241685975
8076,122.72524982444239
84975,123.0643221510412
67065,123.17983301547511
81434,123.23390932978806
15638,123.30128298260772
34644,123.33728242636211
94871,123.35107915674932
67055,123.45987728494063
57496,123.61020353200205
12598,123.62503078837767
48363,123.65717292081024
2389,123.66572997747429
74239,123.73794093852354
57719,123.79993560087414
6461,124.1125740087389
75141,124.14094187122409
64182,124.14130574403397
20316,124.30202545279974
98327,124.36545030754966
62357,124.46225706605617
5769,124.59528229254687
35242,124.75083848224884
84182,124.89430098719292
84242,125.08417893637258
39357,125.24223163462457
6678,125.29046844682061
14708,125.33390764217577
46632,125.38780139443966
30229,125.4328098706694
41092,125.47459102152341
58522,125.60511453270853
23778,125.67904616497302
98745,126.00758257565076
49820,126.0182476472489
65086,126.24896099076213
30526,126.32707102554326
49767,126.50100562671697
51677,126.56095936909671
14545,126.56888921833888
38022,126.80726978043029
41967,126.92684402210742
66499,127.09732695769165
21924,127.1613349071028
27006,127.23898181326754
37413,127.26308976491252
63352,127.75033473738402
17399,127.95998265287253
64398,128.12375519425112
13644,128.23374605462638
61551,128.31277192322003
87260,128.66519012889682
97065,128.71330531427478
11962,128.8950716171599
24126,128.96291402972565
98588,129.0359911771418
88983,129.09934796005234
72020,129.17331506581536
75296,129.18225613494553
14478,129.1964361238153
56316,129.31071529787164
81371,129.53967226614577
41805,129.60208055607708
2558,129.64589299758117
58252,129.66962263340815
23880,129.82628201778027
45396,129.83152902310158
29530,129.94931690732088
15389,130.1852976127826
2497,130.40397160789308
1756,130.66855574006198
516,130.89889083652926
11395,130.9378114219534
2624,131.0324789225504
68701,131.21427043029774
75728,131.227471217435
99902,131.33613724953094
50510,131.44403536206784
84895,131.47755541589072
29725,131.499081820604
36305,131.50108723654427
68827,131.7143890915421
29884,131.79522180162047
78567,131.92915127600133
67843,132.0468676339059
90176,132.3839725846177
56347,132.44386451107104
95747,132.535127996479
14870,132.61718076444538
9730,132.6340374205617
79959,132.8559901185431
28544,132.91801294151767
1852,133.02401217556013
34584,133.11203822926217
76727,133.1391762016372
34467,133.35665611903022
30851,133.48722914371956
39801,133.493115279165
55902,133.57847496705477
28591,133.84174749169455
1975,134.00281501453918
63598,134.24281087337323
89097,134.28282975366523
13001,134.41220449555505
37461,134.44069185907915
86808,134.50836472135205
87076,134.62387957244107
6393,134.68864701670992
73360,134.844530001928
66132,134.84691182516679
40849,135.0882395077421
2361,135.24382938008088
8965,135.4922709733438
70403,135.51957964941548
61582,135.79690776551627
99078,135.83023740112608
6858,135.8356264899025
57406,135.95208769696194
53025,136.20459483017663
14587,136.3846991482825
77215,136.53243591651693
65836,136.62427997894056
89680,136.88420657534385
78078,137.10058063544562
52036,137.30800787484657
63298,137.32893068428731
12205,137.5732472633628
29438,137.57710943361985
4715,137.58152087749778
89258,137.58359613489358
28955,137.72366514893713
39993,137.82337172450838
81135,137.83758505313895
46969,138.02883556696762
1095,138.06801780346564
58056,138.3539088993502
49022,138.4246298144364
45070,138.52946257016077
86580,138.60202819566396
97330,138.68562084276056
97969,138.7146694276707
84449,138.83718386694096
38234,139.06242485831197
439,139.08320483169013
35884,139.10702977368365
55021,139.17283723684454
69919,139.2961919547989
18995,139.51859266026315
78651,139.63415722751634
23925,140.4683693789497
61444,140.69964042696375
26350,140.7816519905776
66828,140.86934269846543
64964,141.0735560374539
82533,141.0920396814534
60205,141.19331114319567
38586,141.25688402821072
99262,141.3693849086575
81753,141.67369086718642
2755,141.75216157355374
84864,141.9591726593575
50567,141.98257738690808
51626,142.0253840336215
38880,142.04168794749089
73769,142.09663999556722
19470,142.39014670183607
30562,142.39269459212082
66781,142.472393354472
51979,142.4890705132878
18058,142.62405691098763
85990,142.66820061952887
83472,142.67222810698868
55124,142.7971476886354
14786,143.0287157309405
62413,143.19581384478465
1957,143.19947420572538
69140,143.25849161182194
59902,143.32536995814922
90623,143.82251581884682
20263,143.88041087691124
29869,144.0368351250361
94747,144.20710396926023
67049,144.28007408606413
27241,144.67576992146655
82835,144.76401144626104
25196,144.85640501937775
56918,144.89492485832722
68151,145.10334729915144
44468,145.11995759434205
38271,145.14925340501367
51562,145.2001299550921
12693,145.20685411746007
48291,145.35173624632537
40984,145.49876029968073
33121,145.6470988423235
11551,145.74493969170064
70886,145.95144271132608
91036,146.14181928816504
72931,146.1549548796565
42526,146.27434064412552
79435,146.5348734932768
62438,146.57538566455554
45901,146.74867642868904
84549,146.75741843120878
15713,147.00688299180453
29124,147.0806157336401
77555,147.17962416551728
33868,147.31707500883323
47080,147.32631641720218
98474,147.4044833014334
19863,147.71358754916068
89663,147.86080978924304
78040,148.05689469440617
29367,148.0653518303119
95419,148.10439081773237
5828,148.19124511269862
40919,148.20093503248572
56015,148.20674277106497
97133,148.6190220649408
48224,148.84878326338895
27627,149.40950887805286
90984,149.4399205350582
72728,149.47076371349294
19523,149.6778722110913
75644,150.13519097887982
40569,150.19819987098074
98045,150.19864219685496
16536,150.28903429277594
41430,150.30875572001133
63574,150.48521102723907
95281,150.53284478716967
78355,150.56471426630202
21412,150.63464426446535
26746,150.7371136233598
79302,150.81498419689046
14782,150.83956295378024
5806,150.95933503112508
20120,151.0305962485671
10771,151.2692938721642
31716,151.31076335463405
35009,151.36734789024806
54845,151.43652447375968
98310,151.50166590179003
49343,151.50709596692292
36683,151.78470337919
59788,152.15363589670432
55440,152.1788745004427
72763,152.2017737002128
57437,152.27959266365386
47297,152.37772308964983
46949,152.49631783158844
38587,152.61676897482704
84020,152.65700387041443
1368,152.6604144642394
32347,152.78373461595868
81612,152.80732278185573
96231,153.05850410428565
51899,153.08686490031874
66178,153.23467681958408
73392,153.37236186635414
87805,153.49620587677822
7310,153.51823602457304
67891,153.5197057259591
74594,153.5222530534186
50949,153.64009598234497
44245,153.68426008367337
22102,153.829242184487
76822,154.1146739689525
98230,154.1666353063087
33437,154.57980231551682
78794,154.66993638611893
4923,154.72390418878342
59427,154.82862514443622
70642,155.014687231249
34143,155.08962202220107
77010,155.43327496701528
91754,155.6596835991473
27737,156.23047018949694
74930,156.26459133710256
91917,156.26555543072203
11525,156.27338221387498
77968,156.55796967846354
45965,156.75147800823095
67895,157.20415695125197
93903,157.38262373719107
53582,157.49028558819495
85548,157.51144444755437
27919,157.62419263711195
13608,157.64425762723442
64736,157.6718127986136
39706,157.9493668235612
49112,158.09914735765327
27450,158.10203101150736
2088,158.1138588887895
76214,158.12333431386222
9107,158.30083032747848
66102,158.97879964770513
68342,159.3403478728869
86523,159.367083523451
98246,159.3984820789437
57845,159.52086882077504
73465,159.5229919742526
49991,159.72833415915557
14977,159.77688360238864
40401,160.25820617793434
42507,160.39995105857537
52135,160.49517626513526
73690,160.79944120203288
28216,160.8562506431731
29357,161.12176412172317
3237,161.14580398699667
26971,161.19036848056592
39135,161.22125965948544
79856,161.28337010093583
59132,161.36980598556198
58155,161.40211104508478
76630,161.48788205044636
83315,161.55082462972206
35140,161.6745160707068
53234,161.6788505104562
93230,161.75601906213038
50984,161.88811685846082
18063,161.9203455384978
95393,161.97495393497587
29539,162.0128029065032
66575,162.35101093307992
65714,162.40447205123724
13387,162.6237959730607
77195,162.73825111222476
34711,162.76826202672424
10847,162.77744898526723
37875,162.88354060652583
57249,162.9018562006332
88442,162.93515369849828
14828,162.9873028980115
46492,163.01269329633627
98667,163.02549315302485
3947,163.03775510977587
36643,163.25198302953476
77228,163.31739457636166
25811,163.52141172760633
33410,163.56143762493048
63275,163.70114832719833
91114,163.85727214472703
82933,163.8678694210174
46022,164.15453715231564
43381,164.24995712362892
91572,164.5513829236171
8933,164.72020962710255
22944,164.79656481621635
9395,164.92524386823993
47829,165.00865411213323
80207,165.07344103472565
96331,165.4495931620478
78322,165.59305729133894
71573,165.89898894955164
13845,165.91178731125433
120,166.02918741071426
59019,166.1999124134692
20970,166.45702834579475
49334,166.50131846865827
64204,166.67193120073136
20068,166.85474112070966
73476,166.88415643804836
2244,167.2096090101174
34854,167.29619532985043
20143,167.36894737543395
11570,167.53952886554083
15324,167.90804133714732
23620,168.10316972442075
55396,168.18903374619705
70446,168.25086677928343
32119,168.4094159193672
26714,168.41303584914886
41501,168.4433684413567
6101,168.48967116342453
36195,168.53941038785734
71777,168.599735712342
3076,168.740227453092
16874,168.7988282386691
64922,168.8022933593607
88917,168.9846041294533
59858,169.17205619434563
17982,169.2045519512134
83525,169.64255287899493
99633,169.7500276473661
907,169.7893222503044
3618,169.7980830247162
81543,169.85158112414746
29501,170.1795470086092
5083,170.26117928158476
46676,170.3784511761564
30870,170.63016836218742
5367,170.71623463870878
6708,170.8758423882561
34933,171.02743934176826
49916,171.04256603273382
68897,171.30727431941472
34833,171.33139168922395
38891,171.53494928676236
72179,171.55435305523486
80036,171.72932398064233
89069,171.73492159345014
60947,171.864907902357
40440,171.97813850404935
56686,172.04839592291722
19324,172.08080686031275
35752,172.14530134363773
60826,172.25590819237516
46034,172.27949556576658
24283,172.2883611597382
40427,172.31925895701505
53333,172.53309587707744
77203,172.5722473826799
40388,172.81555389452552
81457,172.98298772268043
50710,173.20487765183077
86881,173.22100565745473
49516,173.27639592492886
17285,173.35680986425473
75647,173.41747441947666
59347,173.44251464850973
20621,173.44410217869637
29211,173.5660356657964
52107,173.71319590329608
95119,173.7405149081472
42832,173.85382903364183
92572,174.01973374534418
58798,174.08922026356714
46917,174.28090671276135
67689,174.33411716277405
60859,174.51493765170736
31406,174.81154454691472
60525,175.01831145990425
66192,175.1590793438468
78585,175.27865705957322
35859,175.78596875691062
94095,175.83285769055817
39007,175.89048682831708
99932,175.9434646146612
68099,176.0326740031394
7456,176.3532533574707
28561,176.51276857393148
